Project_URL,Categories,Technology,Priority
https://www.3redpartners.com/,"Company / Corporate / Consulting Website / Firm, Informational / Services, Website / Web App",Wordpress,7
https://www.tigitmotorbikes.com/,"Automobiles / Automotive / Car Dealers, Tour & Travel /  Itinerary, Maps / Google Map / GPS , CRM, Online Appointments Booking, Rental / Used products, Website / Web App",Wordpress,6
https://dawnpatrolbali.com/,"Tour & Travel /  Itinerary, Online Appointments Booking, Website / Web App",Wordpress,5
https://www.luxuryrealestate.com/,"Real Estate / Property Rentals, 3-D view, Marketplace, Website / Web App","Ruby on Rails",6
"https://www.yogabody.com/ ","Company / Corporate / Consulting Website / Firm, Wellness / Health & Fitness / Nutrition / Supplement, Informational / Services, Coaching / Online Courses / E-learning / EdTech , Coach / Artist / Individual, Website / Web App",Wordpress,7
"https://penguincube.com/ ","Company / Corporate / Consulting Website / Firm, Website / Web App",Wordpress,5
"https://myhalfpricemovers.com/ ","Informational / Services, CRM, Online Appointments Booking, Elementor, Movers & Packers, Dashboard / Admin Portal / Software / Portal, Website / Web App, Local Business","Wordpress, Laravel",6
"https://www.costaricafocus.com/ ","Tour & Travel /  Itinerary, Company / Corporate / Consulting Website / Firm, Informational / Services, Divi Theme, Website / Web App",Wordpress,6
"https://arewausa.org/ ","Company / Corporate / Consulting Website / Firm, Donation / Non-Profitable / NGO, Website / Web App",Wordpress,4
https://neutronpay.com/,"Company / Corporate / Consulting Website / Firm, Informational / Services, Web + Mobile Apps, Parallax effect / Animations","React Js",7
https://www.cass.ai/,"Company / Corporate / Consulting Website / Firm, AI integration / OpenAI / ChatGPT, Website / Web App",Webflow,6
https://www.mayphotogallery.com/,"Photography / Photographer, Ecommerce , Website / Web App",Wix,2
https://www.eastcoastfireplaceinc.com/,"Informational / Services, Website / Web App",Wix,2
https://www.drkellifoy.com/,"Coaching / Online Courses / E-learning / EdTech , Parallax effect / Animations, Coach / Artist / Individual, Website / Web App","Node JS, Vue.js",4
https://www.peterashworth.com/,"Ecommerce , Product Options, Parallax effect / Animations, Coach / Artist / Individual, Website / Web App",Wix,4
https://gatsby.ai/,"SAAS, Marketing / Sales, Website / Web App","Node JS, React Js",7
https://mychallengecreator.com/,"Landing Pages, SAAS, Web + Mobile Apps, Dating / Social Networking, Coaching / Online Courses / E-learning / EdTech , Dashboard / Admin Portal / Software / Portal, Website / Web App, Gamification","Wordpress, Core PHP, React Native",5
https://www.voki.com/,"Education/School, SAAS, Web + Mobile Apps, Coaching / Online Courses / E-learning / EdTech , Kids, Website / Web App","Yii, Core PHP, Swift, Java, Yii2, Laravel",5
https://www.theshowroomx.com/,"Wholesale / B2B, Marketplace, SAAS, Website / Web App","Core PHP, Laravel",6
https://business.flaviar.com/,"SAAS, CRM, Liquor / Wine, Website / Web App","React Js",5
"https://play.google.com/store/apps/details?id=neutronpay.wallet ","Web + Mobile Apps, Payment gateways, Mobile Apps","React Native",7
https://www.quickblog.co/,"SAAS, Website / Web App","Laravel, Open Ai",5
https://www.leadfox.co/,"SAAS, Website / Web App","React Js, Webflow",7
https://blockbins.com/,"Maps / Google Map / GPS , SAAS, Website / Web App, Scrapping / Recycling Services","Node JS, Vue.js",6
https://www.ymage.com/,"Informational / Services, Multilingual, Website / Web App","Node JS, React Js",5
https://m2.eleafus.com/,"Ecommerce , Vape / CBD / E-Liquid, Website / Web App","Magento 2",5
https://www.911movenow.com/,"Informational / Services, CRM, Movers & Packers, Dashboard / Admin Portal / Software / Portal, Website / Web App","Core PHP, Yii2",5
https://mertonchamber.co.uk/,"Membership , Events, Elementor, Astra Theme, Website / Web App","Wordpress, Vue.js, Woocommerce",5
https://nutrasumma.com/,"Wellness / Health & Fitness / Nutrition / Supplement, Ecommerce , Website / Web App",Shopify,6
"https://tegritylawn.com/ ","Informational / Services, Website / Web App",Wordpress,4
https://talentedge.com/,"Coaching / Online Courses / E-learning / EdTech , Comparison / Compare products, Website / Web App","React Js, Laravel, Vue.js",7
https://strivemarketing.com/,"Company / Corporate / Consulting Website / Firm, Elementor, Astra Theme, Website / Web App",Wordpress,5
https://seonotforhire.com/,"Company / Corporate / Consulting Website / Firm, Request a quote / Multi-step Forms / Get a quote , Website / Web App",Wordpress,4
"https://keeverseo.com/ ","Informational / Services, Online Appointments Booking, Elementor, Marketing / Sales, Website / Web App, Local Business","Wordpress, Vue.js",6
https://madescape.com/ ,"Events, Online Appointments Booking, Website / Web App",Wordpress,5
https://infrawizard.com/,"Ecommerce , Digital / Downloadable Products, Website / Web App",Wordpress,5
https://regenics.com/,"Wellness / Health & Fitness / Nutrition / Supplement, Subscriptions  /  Subscribe , Ecommerce , Online Appointments Booking, Elementor, Website / Web App","Wordpress, Woocommerce",5
https://skyfinans.dk/,"Company / Corporate / Consulting Website / Firm, Informational / Services, Online Calculators, Fintech / Finance / Financial , Website / Web App",Wordpress,6
https://www.unicoil.com.au/,"Informational / Services, Website / Web App",Wordpress,4
https://www.nettechconsultants.com/,"Company / Corporate / Consulting Website / Firm, Website / Web App",Wordpress,4
http://www.wyattworks.com/,"Informational / Services, Online Appointments Booking, Website / Web App, Plumbing / Repair Services / Home services / Maintenance",Wordpress,6
"http://www.universaljobs.com/  ","Job Portal, Website / Web App",Wordpress,3
http://sojo.net.au/,"Informational / Services, Website / Web App",Wordpress,3
https://www.crazylove.org/,"Donation / Non-Profitable / NGO, Coach / Artist / Individual, Website / Web App","Node JS, React Js, Next Js",3
https://ellenogden.com/,"Informational / Services, Parallax effect / Animations, Website / Web App",Wordpress,4
https://www.barracudamsp.com/,"Company / Corporate / Consulting Website / Firm, Website / Web App",Java,6
https://www.jimbrickman.com/,"Ecommerce , Events, Coach / Artist / Individual, Website / Web App","Wordpress, Woocommerce",5
https://tachus.com/,"Informational / Services, Computers / Servers / Hardware Products / Game devices /  Computer parts, Website / Web App",Wordpress,6
https://www.patientpromoter.com/,"Medical / Pharmacy / Medicines, SAAS, Dashboard / Admin Portal / Software / Portal, Website / Web App","Wordpress, Core PHP",5
https://oster-hus.no/,"Real Estate / Property Rentals, Company / Corporate / Consulting Website / Firm, Website / Web App",Wordpress,5
https://solhytten.no/,"Real Estate / Property Rentals, Company / Corporate / Consulting Website / Firm, Website / Web App",Wordpress,5
https://sporteluxe.com/,"Blogging / Blogs, Website / Web App",Wordpress,4
https://www.nettolager.dk/,"Web + Mobile Apps, Online Calculators, Quiz / Questionnaire, Rental / Used products",Vue.js,6
https://play.google.com/store/apps/details?id=dk.nettolager.booking,"Online Calculators, Rental / Used products, Mobile Apps","Android, iOS",6
http://www.32styles.com/,"Multisite, Multilingual, Tools / Customisers / Personalisers, Product Options, Website / Web App",Wordpress,5
https://eyesoneyecare.com/,"News / Media, Blogging / Blogs, Medical / Pharmacy / Medicines, Events, Coaching / Online Courses / E-learning / EdTech , Website / Web App","Node JS, React Js, Next Js",6
https://www.inhouseblog.com/,"News / Media, Blogging / Blogs, Website / Web App",Wordpress,5
https://www.bluewaterimaging.ca/,"Maps / Google Map / GPS , Medical / Pharmacy / Medicines, Online Appointments Booking, Website / Web App",Webflow,5
https://www.goinhouse.com/,"Job Portal, Website / Web App","Ruby on Rails, Shopify",5
http://nycpersonalinjury.us/,"Company / Corporate / Consulting Website / Firm, law, Website / Web App",Wordpress,3
https://www.picmg.org/,"Company / Corporate / Consulting Website / Firm, Community / Association , Membership , Electronics, Donation / Non-Profitable / NGO, Website / Web App","Wordpress, Core PHP",4
https://www.amsacs.org/,"Education/School, Website / Web App",Java,4
https://www.nctrc.org/,"Informational / Services, Multilingual, Website / Web App","Wordpress, Core PHP",4
http://www.ruta.co.il/,"Informational / Services, Food and catering / Online food delivery, RTL / Arabic, Website / Web App",Wordpress,3
https://www.hallmanusa.com/,"Ecommerce , Migrations, Tools / Customisers / Personalisers, Electronics, Bundled products, Product Options, Website / Web App","Magento 2",5
https://durapak.net/,"Ecommerce , Website / Web App","Wordpress, Woocommerce",3
https://luxuryfabrics.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Informational / Services, Website / Web App","Magento 2",3
https://www.agssalonequipment.com/,"Ecommerce , Payment gateways, Chairs / Office Chairs / Furniture, Website / Web App","Magento 2",4
"https://mfgbulletin.com/ ","Informational / Services, Elementor, Machines / Industrial products, Website / Web App",Wordpress,3
"https://www.theoneiota.com/home/ ","Membership , Subscriptions  /  Subscribe , Events, Dating / Social Networking, Elementor, Parallax effect / Animations, Website / Web App","Wordpress, Woocommerce",5
https://www.dogthority.com/,"Informational / Services, Pet / Dog / Cat, Website / Web App",Wordpress,3
https://www.njadvocates.com/,"Company / Corporate / Consulting Website / Firm, law, Website / Web App",Wordpress,5
https://sutaisyk.lt/,"Ecommerce , Website / Web App","Wordpress, React Js, Woocommerce",5
https://www.lyonspc.com/,"law, Web + Mobile Apps",Wordpress,5
https://play.google.com/store/apps/details?id=com.lyonsAssociates.plm&hl=en,"Maps / Google Map / GPS , law, Online Calculators, Mobile Apps","Android, Ionic",5
https://aukgaaf.com/,"Ecommerce , Kids, Toys / Soft toys / Gifts / Gift card, Rental / Used products, Website / Web App","Wordpress, Woocommerce",3
https://buffetti.it/,"Ecommerce , Chairs / Office Chairs / Furniture, Digital / Downloadable Products, Website / Web App, Stationery Products","Magento 2",4
https://www.sicilyalacarte.com/,"Tour & Travel /  Itinerary, Informational / Services, Website / Web App","Wordpress, Woocommerce",4
https://www.smcstudios-weddings.com/,"Photography / Photographer, Wedding , Informational / Services, Website / Web App",Squarespace,6
https://nordware.io/,"Company / Corporate / Consulting Website / Firm, Elementor, Website / Web App",Wordpress,7
https://www.textkernel.com/,"Multilingual, Job Portal, AI integration / OpenAI / ChatGPT, Website / Web App",Wordpress,7
https://mvprivatelabelwines.com/,"Informational / Services, Online Appointments Booking, Liquor / Wine, Website / Web App","React Js",5
https://www.w4plumber.com/,"Informational / Services, Website / Web App, Plumbing / Repair Services / Home services / Maintenance",Wordpress,6
https://sellmycell.co.nz/,"Informational / Services, Electronics, Website / Web App, Twenty Sixteen Theme","Wordpress, Woocommerce",6
https://www.austinrealestate.com/,"Real Estate / Property Rentals, Maps / Google Map / GPS , Marketplace, Website / Web App","Core PHP",5
https://harcourts.net/au,"Real Estate / Property Rentals, Maps / Google Map / GPS , Marketplace, Website / Web App","Core PHP",7
https://eiendomsgruppen.no/,"Real Estate / Property Rentals, Maps / Google Map / GPS , Informational / Services, Website / Web App",Wordpress,6
https://qoffices.com/,"Real Estate / Property Rentals, Maps / Google Map / GPS , Dashboard / Admin Portal / Software / Portal, Comparison / Compare products, Website / Web App",Wordpress,7
https://realestatebay.ca/,"Real Estate / Property Rentals, Maps / Google Map / GPS , Marketplace, Website / Web App",Asp.net,5
https://wrighthavenhomes.com/,"Real Estate / Property Rentals, Maps / Google Map / GPS , Online Appointments Booking, Elementor, Website / Web App",Wordpress,5
https://pentian.ca/,"Real Estate / Property Rentals, Informational / Services, Multilingual, Elementor, Website / Web App",Wordpress,5
https://lambre.eu/,"Multicurrency, Multisite, Ecommerce , Skin Care / Beauty, Multilingual, Web + Mobile Apps, Multistore, Perfumes / Diffusers / Scent / Candles","Wordpress, Woocommerce",5
https://play.google.com/store/apps/details?id=eu.lambre.shop,"Ecommerce , Skin Care / Beauty, Perfumes / Diffusers / Scent / Candles, Mobile Apps",Android,5
https://drinkunited.com/,"Informational / Services, Grocery / Fruits /  Vegetables / Dairy products , Product Options, Website / Web App","Wordpress, Woocommerce",5
https://heatpumpsuppliers.com/,"Informational / Services, Electronics, Website / Web App","Wordpress, React Js, Woocommerce",3
https://www.vital.co.za/,"Ecommerce , Divi Theme, Website / Web App","Wordpress, React Js, Woocommerce",5
https://getsomerest.com/,"Maps / Google Map / GPS , Informational / Services, Medical / Pharmacy / Medicines, Website / Web App, Dental",Wordpress,5
https://momentumhcs.com/,"Medical / Pharmacy / Medicines, Marketplace, Job Portal, Website / Web App",Wordpress,5
https://hje.org.uk/,"Medical / Pharmacy / Medicines, Online Appointments Booking, Website / Web App",Wordpress,7
https://gastro-uk.com/,"Informational / Services, Medical / Pharmacy / Medicines, Website / Web App",Wordpress,6
https://www.onyxonlinelearning.com/,"Informational / Services, Multilingual, Education/School, Website / Web App",Wordpress,5
https://www.karrieretutor.de/,"Education/School, Coaching / Online Courses / E-learning / EdTech , Website / Web App","Wordpress, Vue.js",5
https://talentmap.com/,"Landing Pages, Education/School, Online Appointments Booking, Coaching / Online Courses / E-learning / EdTech , Elementor, Website / Web App",Wordpress,6
https://resellcannaequipment.com/,"Ecommerce , Marketplace, Multilingual, Elementor, Rental / Used products, Machines / Industrial products, Astra Theme, Website / Web App","Wordpress, Woocommerce",5
https://higheralignment.com/,"Education/School, Coaching / Online Courses / E-learning / EdTech , Website / Web App",Asp.net,3
https://operationmoveday.com/,"Informational / Services, Movers & Packers, Website / Web App","Core PHP",3
https://www.directics.com/,"Electronics, Dashboard / Admin Portal / Software / Portal, Website / Web App",Wordpress,6
https://3cre.com/,"Real Estate / Property Rentals, Company / Corporate / Consulting Website / Firm, Informational / Services, Divi Theme, Website / Web App","Wordpress, React Js",4
https://www.benkraan.nl/,"Real Estate / Property Rentals, Company / Corporate / Consulting Website / Firm, Informational / Services, Multilingual, Website / Web App","Core PHP",3
http://pmaminded.nl/,"Books / Magazines, Ecommerce , Online Appointments Booking, Coaching / Online Courses / E-learning / EdTech , Website / Web App","Wordpress, Woocommerce",5
https://luxurypoolconcepts.com/,"Informational / Services, Website / Web App, Pool & Spa",Wordpress,5
https://www.goodgarages.net/,"Informational / Services, Parallax effect / Animations, Website / Web App, Construction, Local Business",Wordpress,6
https://store.theurbanfindr.com/,"Ecommerce , Events, Liquor / Wine, Website / Web App","Core PHP",5
https://breakfastpass.com/,"Maps / Google Map / GPS , Web + Mobile Apps, Online Appointments Booking, Elementor, Food and catering / Online food delivery, Directory Listing","Wordpress, Woocommerce",5
https://apps.apple.com/us/app/breakfastpass/id1668988362?platform=iphone,"Maps / Google Map / GPS , Online Appointments Booking, Food and catering / Online food delivery, Mobile Apps, Directory Listing","Android, iOS",5
https://worldvia.com/,"Tour & Travel /  Itinerary, Website / Web App","Node JS",6
https://www.dealatrip.co.uk/,"Real Estate / Property Rentals, Tour & Travel /  Itinerary, Maps / Google Map / GPS , Online Appointments Booking, Dashboard / Admin Portal / Software / Portal, Website / Web App","Core PHP",3
https://visitgreaterhamilton.com.au/,"Tour & Travel /  Itinerary, Ecommerce , Blogging / Blogs, Website / Web App","Wordpress, Woocommerce",5
https://nationalhotel.com/,"Hotel / Resort / Hotel booking / Room Booking / Table reservation , Online Appointments Booking, Website / Web App",Wordpress,7
https://mareva1939.com/,"Hotel / Resort / Hotel booking / Room Booking / Table reservation , Online Appointments Booking, Elementor, Website / Web App",Wordpress,5
http://namararesidences.com/,"Hotel / Resort / Hotel booking / Room Booking / Table reservation , Online Appointments Booking, Website / Web App","Wordpress, Woocommerce",5
https://biltmorehotel.com/,"Hotel / Resort / Hotel booking / Room Booking / Table reservation , Membership , Online Appointments Booking, Website / Web App","Wordpress, Angular Js",7
https://www.zimo-media.com/,"Company / Corporate / Consulting Website / Firm, Informational / Services, Parallax effect / Animations, Website / Web App",Webflow,7
https://www.themakers.nl/,"Clothing / Textile / Apparels / Clothes / T-shirts, Informational / Services, Website / Web App",Wordpress,3
https://blog.crownandcaliber.com/,"Watches , Blogging / Blogs, Website / Web App",Wordpress,7
https://www.justkindlebooks.com/,"Books / Magazines, Ecommerce , Website / Web App",Wordpress,3
https://relivvit.com/,"Sports / Athletes, Informational / Services, Website / Web App",Wordpress,3
https://www.mikeferry.com/,"Membership , Ecommerce , Events, Online Appointments Booking, Product Options, Coach / Artist / Individual, Website / Web App","Wordpress, Woocommerce",4
https://growthgod.com/,"Informational / Services, Website / Web App","Core PHP",4
https://www.iraqinews.com/,"News / Media, Headless, Elementor, Website / Web App","Wordpress, Vue.js",6
https://www.iq-mag.net/,"Books / Magazines, News / Media, Subscriptions  /  Subscribe , Job Portal, Website / Web App","Wordpress, Woocommerce",6
https://www.livinginperu.com/,"Tour & Travel /  Itinerary, News / Media, Blogging / Blogs, Website / Web App",Wordpress,7
https://fairtradecadeaubon.nl/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Payment gateways, Plants / Environment / Agriculture, Chairs / Office Chairs / Furniture, Home decor / Interior decoration, Bags / Backpacks, Perfumes / Diffusers / Scent / Candles, Website / Web App","Wordpress, Woocommerce",3
https://invoice.zoomifi.com/,Clover,Android,5
https://paybutton.zoomifi.com/,Clover,Android,5
https://remotepay.zoomifi.com/,Clover,Android,3
https://terminalsale.zoomifi.com/,Clover,Android,3
https://donatehere.zoomifi.com/,Clover,Android,3
https://donateatcheckout.zoomifi.com/,Clover,Android,3
https://epay.zoomifi.com/,Clover,Android,5
https://realtyna.com/,"Real Estate / Property Rentals, Plugins / Apps / Extensions , SAAS, Elementor, Parallax effect / Animations, Website / Web App","Wordpress, Woocommerce",7
https://www.mecs.it/,"Informational / Services, Multilingual, Elementor, Machines / Industrial products","Wordpress, Woocommerce",3
https://www.netstrategy.it/,"Company / Corporate / Consulting Website / Firm, Informational / Services, Parallax effect / Animations, Website / Web App","Node JS, React Js, Next Js",3
https://wordpress.org/plugins/photoldr/,"Plugins / Apps / Extensions",Wordpress,3
https://wordpress.org/plugins/contests-from-rewards-fuel/,"Plugins / Apps / Extensions",Wordpress,7
https://www.brihaspatitech.com/blog/wordpress-multisite-plugin-woocommerce/,"Multisite, Plugins / Apps / Extensions , Multistore","Wordpress, Woocommerce",4
https://wordpress.org/plugins/leadfox/,"Plugins / Apps / Extensions , Marketing / Sales",Wordpress,4
https://wordpress.org/plugins/transdirect-shipping/,"Plugins / Apps / Extensions , DropShipping / Logistics","Wordpress, Woocommerce",5
https://www.transdirect.com.au/,"DropShipping / Logistics, Online Calculators, Website / Web App",Wordpress,6
https://wordpress.org/plugins/fraudlabs-pro-for-woocommerce/,"Plugins / Apps / Extensions , Online security / Fraud prevention","Wordpress, Woocommerce",7
https://wordpress.org/plugins/delighted-integration/,"Plugins / Apps / Extensions , Survey","Wordpress, Woocommerce",4
https://wordpress.org/plugins/sizeme-for-woocommerce/,"One Page Checkout, Plugins / Apps / Extensions","Wordpress, Woocommerce",7
https://wordpress.org/plugins/fullsteam-gateway/,"Plugins / Apps / Extensions , Payment gateways","Wordpress, Woocommerce",4
http://call.myfairoaksdentist.com/,"Landing Pages, Medical / Pharmacy / Medicines, Website / Web App, Dental",Wordpress,5
https://10xtribe.co/,"Landing Pages, Chrome / Browser / Safari extension, Marketing / Sales, Website / Web App",Laravel,4
https://seendating.com/,"Landing Pages, Web + Mobile Apps, Dating / Social Networking","Node JS, React Js, Next Js",5
https://www.courageouskidsapp.com/,"Landing Pages, Education/School, Web + Mobile Apps, Kids, Tools / Customisers / Personalisers, Gamification",Wordpress,4
https://telemedicnetwork.com/,"Landing Pages, Medical / Pharmacy / Medicines, Web + Mobile Apps, Video Calling , Dashboard / Admin Portal / Software / Portal, Website / Web App",Wordpress,5
https://www.lifedirect.co.nz/life-insurance/,"Landing Pages, Online Calculators, Fintech / Finance / Financial , Comparison / Compare products, Website / Web App",Asp.net,5
https://section-8-housing.org/,"Landing Pages, Informational / Services, Survey, Quiz / Questionnaire, Donation / Non-Profitable / NGO, Website / Web App",Wordpress,5
https://www.theridingbootco.co.uk/pages/fitting-guide,"Landing Pages, Multicurrency, Ecommerce , Footwear / Boots, Website / Web App",Shopify,4
https://www.carriecontey.com/,"Payment gateways, Coaching / Online Courses / E-learning / EdTech , Parallax effect / Animations, Coach / Artist / Individual, Website / Web App, Podcast",Squarespace,4
https://www.mixtapemusicbingo.com/,"Music / Entertainment, Plugins / Apps / Extensions , Website / Web App, Gamification",Squarespace,7
https://www.llanorealestategroup.com/,"Real Estate / Property Rentals, Company / Corporate / Consulting Website / Firm, Informational / Services, Website / Web App",Squarespace,4
https://www.prezentra.com/,"SAAS, Headless, Dashboard / Admin Portal / Software / Portal, Website / Web App","Wix, React Js",3
https://www.terrapointcommercialwash.com/,"Informational / Services, Headless, Parallax effect / Animations, Website / Web App","Wix, React Js",4
https://www.lisagerrard.com/,"Music / Entertainment, Informational / Services, Coach / Artist / Individual, Website / Web App",Wix,3
https://trackingpager.wixsite.com/home,"Landing Pages, Informational / Services, Website / Web App",Wix,5
https://www.wix.com/app-market/tracking-page-for-your-site,"Plugins / Apps / Extensions , DropShipping / Logistics",Wix,7
https://www.johnmarshallmedia.com/,"Books / Magazines, Company / Corporate / Consulting Website / Firm, Informational / Services, Website / Web App",Squarespace,6
https://www.bravegentleman.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Footwear / Boots, Bags / Backpacks, Website / Web App",Squarespace,4
https://www.serenbeinn.com/,"Hotel / Resort / Hotel booking / Room Booking / Table reservation , Maps / Google Map / GPS , Events, Online Appointments Booking, Food and catering / Online food delivery, Website / Web App",Webflow,7
https://business.flaviar.com/,"Ecommerce , SAAS, Liquor / Wine, Website / Web App",Webflow,6
https://www.smartpassiveincome.com/,"Community / Association , Membership , Events, Coaching / Online Courses / E-learning / EdTech , Website / Web App, Podcast",Wordpress,6
https://www.standardpractice.ai/,"Company / Corporate / Consulting Website / Firm, Informational / Services, Medical / Pharmacy / Medicines, Website / Web App",Webflow,3
https://www.hosticonic.com/,"Hotel / Resort / Hotel booking / Room Booking / Table reservation , Informational / Services, Website / Web App","React Js, Webflow",5
https://apps.apple.com/za/app/courageous-kids/id1592283192,"Subscriptions  /  Subscribe , Education/School, Kids, Tools / Customisers / Personalisers, Mobile Apps, Gamification","Android, iOS",5
https://apps.apple.com/us/app/telemedic/id1482365728,"Medical / Pharmacy / Medicines, Video Calling , Online Appointments Booking, Mobile Apps",iOS,5
https://apps.apple.com/in/app/my-challenge-creator/id1551762760,"Coaching / Online Courses / E-learning / EdTech , Mobile Apps, Gamification","Android, iOS, React Native",5
https://apps.apple.com/us/app/seen-dating-meet-real-people/id1473942775,"Dating / Social Networking, Mobile Apps",iOS,6
https://apps.apple.com/us/app/reason-clothing/id1539090815,"Clothing / Textile / Apparels / Clothes / T-shirts, Multicurrency, Ecommerce , Rewards / Discounts / Coupons / Offers, Mobile Apps","Android, iOS",6
https://apps.apple.com/us/app/dossier-perfumes/id6462919505,"Ecommerce , Rewards / Discounts / Coupons / Offers, Quiz / Questionnaire, Perfumes / Diffusers / Scent / Candles, Mobile Apps","Android, iOS",7
https://apps.apple.com/us/app/voki-for-education/id1106010700?ls=1,"Education/School, Coaching / Online Courses / E-learning / EdTech , Kids, Mobile Apps","Android, iOS",6
https://www.munchbakery.com/,"Wholesale / B2B, Ecommerce , Multilingual, Web + Mobile Apps, Tools / Customisers / Personalisers, Food and catering / Online food delivery","React Js",5
https://apps.apple.com/us/app/munch-bakery-%D9%85%D9%86%D8%B4-%D8%A8%D9%8A%D9%83%D8%B1%D9%8A/id1438202293?platform=iphone,"Ecommerce , Food and catering / Online food delivery, Mobile Apps","Android, iOS",5
https://apps.apple.com/us/app/heybuddies-for%C3%A6ldregrupper/id6444822673,"Community / Association , Mobile Apps","Android, iOS",5
https://heybuddies.dk/,"Community / Association , Events, Web + Mobile Apps, Elementor, Website / Web App",Wordpress,5
https://apps.apple.com/us/app/woolf-intelligent-drive/id1234284800?ls=1,"BLE / Bluetooth, Mobile Apps","Android, iOS",6
https://woolfid.com/,"Ecommerce , Multilingual, Web + Mobile Apps, Website / Web App","Wordpress, Woocommerce",5
https://play.google.com/store/apps/details?id=com.placeToBee.mobile,"Maps / Google Map / GPS , Membership , Subscriptions  /  Subscribe , Rental / Used products, Mobile Apps","Android, iOS, React Native",7
https://www.swiss-hosts.ch/,"Maps / Google Map / GPS , Membership , Multilingual, Web + Mobile Apps, Rental / Used products, Website / Web App","Wordpress, React Js",7
https://apps.apple.com/us/app/faith-essentials/id1451207518?platform=iphone,"Community / Association , Education/School, Video Calling , Coaching / Online Courses / E-learning / EdTech , Mobile Apps","Android, iOS",7
https://faithessentials.online/,"Community / Association , Membership , Education/School, Web + Mobile Apps, Coaching / Online Courses / E-learning / EdTech , Donation / Non-Profitable / NGO, Website / Web App",Wordpress,6
https://apps.apple.com/us/app/amen-catholic-bible-prayers/id1573298413,"Music / Entertainment, Wellness / Health & Fitness / Nutrition / Supplement, Education/School, Mobile Apps, Religious, Meditation","Android, iOS, React Native",6
https://amenapp.org/,"Wellness / Health & Fitness / Nutrition / Supplement, Web + Mobile Apps, Donation / Non-Profitable / NGO, Website / Web App, Religious, Meditation","Node JS",5
https://play.google.com/store/apps/details?id=app.lalo.android,"Dating / Social Networking, Mobile Apps","Android, React Native",7
https://play.google.com/store/apps/details?id=com.meditationApp,"Wellness / Health & Fitness / Nutrition / Supplement, Mobile Apps, Meditation","Android, React Native",3
https://apps.apple.com/in/app/players-pal/id6443823691,"Rewards / Discounts / Coupons / Offers, Mobile Apps","Android, iOS, React Native",5
https://yourplayerspal.com/,"Landing Pages, Web + Mobile Apps, Website / Web App",Squarespace,4
https://apps.apple.com/us/app/shen-acupuncture/id1384099547,"Medical / Pharmacy / Medicines, Education/School, Mobile Apps","Android, iOS, React Native",5
http://shen-apps.com/,"Landing Pages, Medical / Pharmacy / Medicines, Divi Theme, Web + Mobile Apps, Website / Web App",Wordpress,3
https://apps.apple.com/us/app/tether-tools-qr-code-generator/id6450390055,"Photography / Photographer, QR Code, Mobile Apps",iOS,5
https://tethertools.com/bulk-qr-code-generator/,"Ecommerce , Web + Mobile Apps, QR Code, Electronics, Dashboard / Admin Portal / Software / Portal, Digital / Downloadable Products, Website / Web App","Wordpress, Electron, Woocommerce",7
https://apps.apple.com/in/app/aesthetic-wallpapers-themes/id1456432879?platform=ipad,"Wallpapers, Mobile Apps",iOS,5
https://apps.apple.com/us/app/full-fitness-workout-trainer/id536049508,"Wellness / Health & Fitness / Nutrition / Supplement, Online Calculators, Mobile Apps",iOS,6
https://apps.apple.com/us/app/seen-dating-meet-real-people/id1473942775,"Video Calling , Dating / Social Networking, Mobile Apps",iOS,6
https://apps.apple.com/in/app/musicatiba/id1620300184,"Music / Entertainment, Subscriptions  /  Subscribe , Education/School, Mobile Apps",iOS,4
https://apps.apple.com/us/app/multigage-reader/id1038265515,"BLE / Bluetooth, Mobile Apps",iOS,6
https://apps.apple.com/us/app/videogram-easy-movie-maker/id1187676009?ls=1,"Music / Entertainment, Mobile Apps",iOS,5
https://apps.apple.com/us/app/canada-golf-card/id581976565,"Maps / Google Map / GPS , Sports / Athletes, Rewards / Discounts / Coupons / Offers, Mobile Apps","Android, iOS",5
https://www.canadagolfcard.com/,"Maps / Google Map / GPS , Sports / Athletes, Landing Pages, Membership , Multilingual, Web + Mobile Apps, Website / Web App","Core PHP",5
https://apps.apple.com/us/app/howicompare/id1339559079,"law, Education/School, Dating / Social Networking, Comparison / Compare products, Mobile Apps",iOS,5
https://apps.apple.com/us/app/buddha-pants/id1237779309,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Mobile Apps",iOS,6
https://apps.apple.com/us/app/tagupcam/id1351790114?platform=iphone,"Sports / Athletes, Mobile Apps",iOS,7
https://tagupcam.com/,"Sports / Athletes, Landing Pages, Web + Mobile Apps, Dashboard / Admin Portal / Software / Portal, Website / Web App",Wordpress,5
https://apps.apple.com/us/app/ioverlander/id894352689,"Tour & Travel /  Itinerary, Maps / Google Map / GPS , Web + Mobile Apps, Mobile Apps","Android, iOS",4
https://apps.apple.com/us/app/vintage-camera-vhs-cam-8mm/id1447477363?ls=1,"Mobile Apps",iOS,6
https://apps.apple.com/us/app/goal-tracker-productivity-app/id1436002665?ls=1,"Wellness / Health & Fitness / Nutrition / Supplement, Productivity, Mobile Apps",iOS,5
